distance_km,traffic_level,weather,peak_hour,special_event,passenger_density,historical_delay,avg_speed,predicted_eta
12.99,4,Rain,0,1,67,5,55,62.08
28.04,5,Fog,0,0,78,6,34,79.48
34.74,4,Clear,1,0,71,15,28,104.24
17.28,5,Clear,0,0,68,4,43,53.28
5.67,10,Rain,1,0,68,7,60,66.1
8.94,10,Rain,0,0,24,2,55,54.15
29.88,2,Clear,1,1,86,7,56,95.22
34.26,10,Rain,0,0,57,14,37,113.53
13.87,1,Rain,0,1,76,7,45,59.79
2.43,3,Rain,0,1,70,9,48,45.93
27.54,9,Clear,1,0,84,0,54,90.12
18.86,8,Rain,0,0,56,4,51,72.05
5.32,6,Fog,0,1,20,4,20,45.69
17.41,7,Clear,1,1,59,0,23,77.2
10.72,5,Rain,1,1,73,14,31,81.22
10.28,9,Clear,0,0,66,13,49,61.24
17.63,5,Rain,1,0,61,3,48,71.59
15.76,5,Fog,0,1,78,0,46,65.59
31.64,3,Fog,1,0,24,7,46,88.61
26.46,1,Rain,0,1,25,5,49,78.48
10.68,10,Rain,0,1,89,9,53,78.55
30.2,2,Fog,1,1,100,10,50,105.56
5.98,8,Clear,1,0,25,13,53,55.11
4.66,6,Clear,0,1,49,0,31,38.5
30.23,5,Fog,1,0,91,9,50,97.46
23.78,10,Clear,1,0,81,4,44,90.18
21.86,4,Fog,0,0,73,3,40,61.7
16.32,10,Rain,1,0,88,13,56,93.2
10.71,3,Rain,1,1,25,3,45,61.64
8.42,10,Fog,0,1,50,0,28,61.83
13.23,8,Rain,1,0,28,3,57,66.16
30.16,6,Fog,1,1,85,7,59,110.92
33.37,8,Clear,0,1,96,9,48,108.18
7.18,3,Fog,1,0,83,5,32,45.96
7.65,6,Clear,0,0,66,9,48,44.39
32.44,1,Fog,0,1,23,10,36,91.17
15.33,6,Clear,0,0,70,0,23,47.99
31.66,2,Clear,0,0,46,15,53,81.68
13.57,4,Fog,1,1,25,8,35,72.03
24.33,6,Rain,1,1,55,7,54,101.14
10.75,8,Clear,1,1,45,13,59,76.63
32.9,6,Clear,0,1,76,11,59,103.16
13.45,1,Clear,1,1,77,10,45,63.28
23.47,6,Rain,0,1,75,7,50,88.61
34.29,9,Rain,1,0,29,10,32,114.83
17.71,7,Clear,1,1,36,6,45,80.93
15.45,2,Rain,0,0,83,0,58,47.39
11.59,6,Fog,0,1,25,10,40,64.31
27.95,10,Rain,1,0,48,4,24,102.09
24.41,1,Clear,0,1,93,14,56,80.65
5.65,8,Fog,1,0,63,2,41,52.73
22.03,6,Clear,1,0,62,12,23,82.8
19.85,3,Rain,0,0,39,1,46,56.81
22.45,8,Clear,0,1,58,12,39,88.82
7.98,1,Fog,1,1,45,4,57,51.65
12.72,10,Clear,1,0,40,7,47,67.64
3.34,8,Clear,1,0,47,9,41,47.85
4.05,5,Rain,0,1,22,9,55,52.18
19.91,3,Fog,0,1,66,0,25,64.02
15.48,3,Rain,0,1,94,15,55,78.98
11.17,4,Clear,0,0,84,13,47,48.48
17.37,4,Clear,1,1,82,12,59,80.81
28.19,2,Rain,0,1,32,4,27,82.35
8.76,9,Rain,0,1,56,9,46,69.99
29.79,9,Fog,1,1,75,12,43,120.17
2.21,10,Rain,1,1,44,12,57,74.54
11.56,8,Fog,1,1,73,10,28,84.55
30.47,6,Rain,1,0,58,3,37,97.34
14.72,9,Fog,0,0,42,11,60,68.17
4.46,8,Clear,1,1,82,13,38,69.94
23.31,9,Fog,0,0,61,11,26,86.76
14.54,5,Clear,0,0,38,10,20,51.44
5.63,8,Clear,0,0,20,6,54,37.74
21.49,4,Fog,0,0,48,2,57,58.95
15.78,9,Rain,0,1,85,13,33,88.71
20.16,3,Clear,1,0,68,10,28,70.04
22.39,4,Clear,1,1,35,9,52,84.12
11.22,9,Fog,0,0,41,4,55,54.53
8.42,10,Rain,1,0,59,3,33,65.61
17.49,3,Fog,0,0,49,3,45,49.23
9.88,8,Rain,1,0,33,0,37,60.28
17.57,4,Clear,1,0,84,2,41,60.75
12.04,9,Rain,0,1,72,2,35,70.26
8.25,10,Rain,1,1,50,10,49,82.88
16.75,7,Clear,0,0,39,0,55,49.4
9.54,5,Rain,0,1,45,9,30,60.49
6.19,7,Rain,1,1,36,11,23,71.04
20.15,2,Fog,0,0,81,4,56,56.08
33.24,5,Clear,1,0,20,0,23,84.68
31.98,9,Rain,0,0,28,3,47,94.63
33.96,1,Clear,0,0,25,9,46,73.49
7.48,2,Rain,0,1,48,15,60,56.23
20.32,5,Fog,1,0,66,12,21,81.31
11.84,8,Clear,0,0,87,3,51,51.15
32.73,2,Rain,1,1,46,9,37,106.91
7.41,2,Rain,0,1,34,12,46,53.33
34.32,1,Clear,0,1,62,13,56,95.36
24.72,6,Rain,1,1,29,11,23,101.42
30.78,2,Fog,0,1,37,0,55,78.73
11.4,5,Clear,0,0,62,15,34,53.8
17.53,4,Clear,0,1,86,11,28,72.73
5.75,7,Rain,1,0,33,6,59,52.92
18.09,2,Rain,0,0,68,10,49,59.66
9.03,3,Rain,0,0,42,13,42,46.74
9.74,4,Clear,0,1,88,5,48,51.26
24.07,2,Clear,0,1,59,12,24,78.85
2.0,8,Rain,1,0,76,8,58,55.95
15.37,2,Fog,0,0,80,4,27,48.38
22.92,3,Fog,1,1,56,7,31,85.41
28.89,8,Rain,1,0,99,5,29,102.99
5.1,4,Clear,1,0,36,13,36,46.06
31.81,5,Rain,0,1,70,12,27,108.8
19.49,4,Clear,1,1,81,6,57,81.2
24.31,5,Fog,1,0,72,13,42,89.79
27.48,2,Fog,1,1,89,3,25,93.39
19.89,9,Rain,0,1,88,4,24,89.52
2.55,1,Clear,1,1,41,0,47,32.66
12.24,5,Fog,0,0,72,10,41,56.27
12.81,2,Rain,0,1,49,4,30,57.93
7.14,10,Clear,1,1,30,7,34,70.92
16.36,6,Rain,0,0,32,14,31,70.82
27.78,8,Fog,0,0,66,9,60,88.32
8.24,10,Rain,1,0,72,2,20,67.48
27.53,10,Clear,0,0,27,10,38,88.12
5.67,9,Rain,0,0,58,14,55,58.46
9.62,6,Rain,0,1,98,1,32,60.81
33.51,8,Fog,0,1,20,0,56,98.47
26.25,7,Rain,0,0,55,8,54,86.13
17.33,10,Rain,1,0,84,15,31,96.0
22.47,1,Fog,1,0,95,3,31,70.53
34.38,3,Rain,0,1,33,5,25,96.17
25.59,4,Clear,0,1,26,3,60,73.39
20.51,1,Clear,0,0,97,13,26,60.51
4.32,1,Fog,1,1,96,9,58,54.25
27.61,2,Clear,0,1,49,12,40,83.52
20.18,6,Clear,0,1,57,8,35,73.93
2.39,7,Rain,0,0,59,11,26,46.28
2.07,7,Rain,0,0,21,5,59,36.42
27.33,6,Fog,1,1,24,14,31,108.97
21.18,3,Fog,0,1,33,12,44,78.73
4.96,2,Fog,0,1,74,11,23,47.89
34.0,7,Fog,1,0,59,4,53,101.16
30.0,9,Fog,1,1,49,11,41,118.72
4.71,7,Fog,0,1,20,5,46,48.32
17.4,7,Clear,1,1,42,12,42,87.32
19.11,1,Rain,0,0,61,9,57,60.6
5.97,10,Rain,1,1,59,5,56,76.73
29.26,5,Rain,1,0,27,7,39,90.4
18.39,2,Rain,0,0,20,12,41,61.06
12.13,8,Fog,0,0,43,15,28,66.56
23.39,6,Clear,1,0,50,2,32,74.07
32.41,10,Rain,0,0,63,5,52,100.18
8.06,1,Rain,0,0,24,14,21,42.86
26.58,5,Rain,1,0,46,7,55,90.34
16.23,4,Clear,1,0,41,13,34,66.3
32.29,4,Clear,0,0,30,10,55,79.93
11.57,8,Clear,1,1,82,2,29,70.21
22.73,8,Rain,1,0,96,2,60,87.5
6.01,2,Rain,1,1,86,0,57,54.38
5.19,10,Rain,0,0,52,8,35,55.79
8.78,10,Clear,1,0,90,9,48,68.46
33.36,1,Fog,0,0,58,1,31,73.29
2.37,6,Fog,1,0,99,11,29,53.63
15.01,3,Fog,1,1,75,12,21,81.12
5.32,2,Rain,0,1,76,11,53,50.09
20.88,6,Fog,0,0,69,2,34,66.22
11.26,7,Fog,1,1,51,9,52,79.44
13.43,10,Clear,0,0,93,11,50,68.67
21.74,5,Clear,1,0,76,11,29,77.14
15.27,2,Rain,1,0,36,9,59,61.69
18.8,7,Fog,0,0,50,10,30,70.57
33.1,6,Clear,0,0,57,14,48,92.94
17.34,10,Rain,1,1,75,9,47,100.5
2.11,10,Clear,1,0,81,11,58,57.42
17.81,10,Rain,0,1,81,14,36,97.88
31.45,2,Fog,1,0,97,12,31,96.11
9.6,3,Fog,1,1,85,0,26,58.96
3.13,1,Fog,0,1,88,3,22,34.78
29.8,8,Rain,1,1,82,3,28,112.85
27.83,8,Rain,1,0,20,7,33,95.27
3.2,1,Fog,0,1,74,6,20,38.46
29.12,10,Rain,1,1,76,12,40,124.6
33.99,5,Rain,0,0,79,10,35,99.04
3.12,1,Clear,0,0,45,0,42,13.29
4.15,4,Fog,0,0,25,11,39,33.58
8.4,7,Fog,1,1,52,4,51,68.93
23.88,1,Fog,0,0,85,5,41,60.86
5.42,10,Rain,0,0,63,13,59,62.63
21.02,7,Fog,0,1,34,0,53,76.33
7.48,3,Rain,1,0,89,2,41,48.54
10.95,4,Clear,0,0,64,2,28,35.6
24.39,2,Clear,0,1,34,2,23,65.13
26.88,1,Fog,0,0,28,4,41,60.21
34.11,4,Rain,1,0,85,14,29,111.64
30.69,10,Rain,1,0,40,15,50,115.91
30.77,5,Fog,0,0,41,1,34,79.04
34.63,2,Fog,1,0,87,14,34,104.32
31.71,2,Clear,1,0,81,1,22,78.38
12.28,6,Rain,1,0,41,9,52,66.27
3.18,4,Rain,1,0,22,7,46,43.49
13.01,1,Clear,1,1,46,7,58,57.05
22.76,8,Fog,0,0,94,9,57,81.17
20.68,10,Clear,0,1,82,10,52,90.01
21.95,10,Clear,0,0,58,9,51,77.92
34.32,6,Fog,0,0,44,10,49,95.31
16.63,4,Fog,0,0,82,5,20,54.8
28.02,1,Rain,0,1,38,0,54,74.12
23.98,4,Fog,1,0,97,11,35,85.28
33.24,6,Clear,0,1,99,0,42,96.48
23.5,4,Rain,1,0,57,1,49,75.83
20.6,3,Clear,1,0,86,0,41,60.02
18.55,8,Rain,1,1,32,3,56,88.82
10.32,3,Rain,0,1,20,11,27,60.15
12.85,4,Rain,0,0,57,8,29,54.89
12.45,6,Rain,1,1,61,14,30,84.99
5.78,1,Fog,1,1,60,6,26,51.88
12.93,5,Rain,0,1,26,12,22,70.6
29.28,5,Rain,0,0,99,13,25,95.19
24.36,3,Fog,0,0,65,12,45,75.49
23.16,10,Clear,1,0,84,6,20,90.42
19.91,4,Fog,0,0,44,15,24,68.33
3.35,5,Clear,1,0,67,13,36,47.73
28.74,10,Clear,0,0,42,9,49,87.31
33.72,10,Fog,1,0,95,8,54,116.26
13.46,10,Fog,0,0,24,15,23,71.91
5.33,2,Rain,1,0,92,0,20,38.96
7.92,8,Rain,0,1,66,15,23,75.61
28.59,10,Rain,0,1,98,8,20,112.76
30.46,3,Fog,1,0,60,10,52,93.08
28.86,7,Clear,0,0,94,1,53,79.72
14.17,5,Clear,1,1,31,10,60,73.86
17.68,10,Fog,1,0,90,0,29,80.04
31.23,1,Fog,0,1,65,15,60,96.42
22.04,8,Rain,1,0,88,0,35,83.51
11.8,7,Rain,0,0,78,11,23,63.67
16.6,9,Rain,1,0,58,8,60,82.63
21.12,4,Clear,1,0,62,5,46,67.0
8.18,7,Rain,1,1,39,15,37,79.35
26.77,3,Clear,1,1,78,12,60,96.02
23.57,10,Rain,0,1,21,0,26,90.49
25.83,7,Rain,0,1,87,12,50,102.33
4.34,9,Rain,0,0,60,3,35,44.61
10.55,6,Rain,1,0,83,8,26,67.27
34.63,6,Clear,1,0,91,15,55,107.7
25.31,1,Rain,0,1,20,12,53,79.73
13.69,6,Rain,1,1,50,6,52,78.64
27.96,4,Rain,0,1,88,2,41,89.0
21.08,5,Rain,1,0,83,0,53,75.67
30.5,1,Rain,1,0,92,15,47,97.79
32.66,5,Clear,1,1,55,3,29,101.54
11.91,1,Rain,1,1,65,4,51,63.81
6.85,3,Rain,1,1,53,13,58,67.84
22.85,10,Clear,1,1,68,7,56,100.22
26.59,2,Fog,1,0,97,5,35,81.2
29.71,4,Clear,0,1,41,2,51,81.04
14.1,2,Clear,1,0,78,9,33,57.12
10.35,1,Fog,0,0,88,3,27,36.72
29.5,4,Rain,1,1,71,10,36,108.87
21.51,8,Clear,1,1,84,12,45,100.59
26.15,3,Fog,1,0,53,12,36,85.11
27.83,1,Clear,1,1,77,4,59,86.69
5.41,9,Fog,1,1,31,15,37,77.19
2.18,3,Rain,0,0,61,8,47,32.67
22.23,3,Rain,0,0,36,13,22,70.33
32.85,6,Fog,1,0,54,14,47,107.14
33.02,3,Fog,1,0,22,3,26,88.24
10.16,7,Fog,0,1,55,7,27,62.7
14.27,4,Clear,0,1,57,15,36,68.89
9.2,4,Clear,0,1,43,14,26,56.09
31.11,5,Fog,0,1,93,2,53,93.31
23.67,3,Fog,1,1,68,5,56,87.2
21.03,1,Rain,1,1,64,5,27,78.69
22.31,10,Fog,0,0,34,11,58,82.14
29.84,8,Rain,0,1,22,3,46,97.62
21.99,6,Rain,0,0,96,6,26,76.55
17.25,10,Clear,0,0,62,0,41,59.19
24.03,1,Clear,1,0,78,9,38,69.6
14.67,9,Fog,0,1,41,11,42,80.73
13.87,7,Rain,0,1,39,1,41,64.87
2.05,7,Clear,1,0,94,11,42,48.7
34.01,6,Fog,1,0,43,8,26,101.56
27.02,1,Clear,1,1,60,1,22,79.69
11.34,1,Rain,0,0,99,9,38,46.4
31.65,7,Rain,1,1,26,3,58,109.95
26.62,1,Fog,0,1,69,0,25,72.53
31.41,8,Fog,0,0,72,9,49,96.19
27.47,5,Rain,0,0,65,13,32,86.45
11.77,6,Fog,1,1,98,9,39,80.91
2.04,6,Rain,1,1,50,11,31,64.34
13.02,4,Fog,0,1,57,2,26,55.34
30.08,4,Rain,1,1,94,1,36,100.87
29.05,8,Fog,0,0,79,12,35,95.0
19.9,4,Clear,0,1,52,2,40,63.76
10.7,3,Clear,0,0,99,1,27,33.81
14.82,4,Rain,0,1,57,10,22,73.12
10.51,9,Clear,0,0,38,2,36,46.98
22.66,10,Rain,0,1,73,2,52,95.46
3.82,5,Clear,0,0,98,2,43,30.79
34.44,2,Rain,1,0,74,9,28,101.13
3.95,7,Clear,0,0,98,12,59,43.5
25.82,2,Clear,0,0,88,4,31,63.06
10.77,6,Clear,0,0,45,12,27,49.96
11.48,6,Rain,0,0,90,8,42,58.89
14.52,9,Fog,1,0,84,6,28,77.52
28.7,7,Clear,1,0,31,13,21,96.43
24.33,7,Rain,0,0,83,7,39,82.78
23.13,5,Fog,0,0,78,5,34,72.0
9.1,7,Fog,0,0,90,1,60,46.72
18.51,3,Clear,0,0,80,6,26,53.69
30.81,5,Clear,1,0,26,14,44,95.67
8.14,9,Fog,1,1,35,11,36,76.29
21.63,7,Fog,0,0,50,11,51,76.64
14.12,10,Fog,1,1,42,7,41,89.69
22.41,10,Clear,1,1,63,9,51,100.54
6.24,8,Fog,0,0,42,12,55,52.15
8.54,4,Fog,0,1,75,8,22,57.15
15.93,4,Clear,0,0,36,5,59,47.69
27.04,5,Clear,1,1,60,10,27,96.45
23.54,2,Fog,0,0,40,4,36,57.76
8.55,3,Fog,1,1,71,5,43,61.65
16.59,7,Rain,1,1,61,15,41,97.3
29.73,4,Rain,1,0,49,5,36,91.77
21.07,9,Rain,1,1,25,12,58,104.32
25.61,8,Fog,0,0,98,10,56,90.29
32.04,2,Clear,1,1,94,11,38,102.59
15.04,8,Fog,0,1,39,2,41,68.93
17.46,6,Fog,1,0,34,11,36,76.12
28.52,10,Rain,0,1,40,8,20,107.91
34.48,7,Rain,0,0,72,2,20,96.81
11.77,5,Clear,1,0,80,13,56,62.01
24.01,3,Clear,1,1,74,7,33,85.66
29.93,1,Rain,1,1,56,14,41,106.49
34.07,4,Clear,1,1,59,5,34,104.48
29.66,5,Clear,1,0,41,0,39,77.99
26.09,5,Fog,0,1,58,1,21,83.03
25.44,7,Clear,1,0,49,6,32,82.85
21.39,4,Fog,1,0,27,1,49,64.95
28.75,8,Fog,0,1,25,10,59,101.78
25.94,10,Fog,1,0,42,6,60,96.14
11.34,5,Fog,1,0,76,14,43,69.58
6.42,7,Rain,0,1,43,13,57,65.4
32.65,8,Clear,0,1,66,6,50,103.23
4.51,3,Clear,1,0,86,14,44,44.55
8.25,9,Fog,0,0,30,2,28,47.32
13.74,5,Fog,0,1,82,13,40,75.39
18.89,9,Rain,1,1,91,5,52,100.4
27.47,1,Fog,1,1,66,6,45,88.62
22.69,4,Rain,0,1,47,4,37,77.14
12.0,7,Rain,1,0,89,5,30,67.6
8.19,3,Rain,0,1,81,10,55,60.59
8.19,3,Rain,0,1,68,11,21,57.49
22.1,8,Rain,1,0,85,3,21,88.17
25.43,5,Rain,0,1,33,7,58,86.63
3.27,7,Rain,0,1,20,1,38,46.95
18.21,4,Fog,1,0,53,0,59,60.86
32.83,1,Fog,0,0,52,11,44,83.45
6.39,6,Clear,1,1,96,5,55,61.71
22.27,1,Clear,1,0,79,6,30,63.47
20.52,10,Rain,1,0,29,7,27,87.89
31.38,3,Fog,0,1,50,9,60,94.44
12.88,7,Rain,1,1,46,3,44,76.12
17.67,10,Fog,0,1,44,5,29,82.39
24.47,2,Rain,1,0,34,9,50,78.38
24.39,6,Clear,1,0,42,14,23,85.83
30.77,4,Fog,1,0,55,1,22,86.11
18.89,1,Clear,1,1,33,7,60,68.63
10.86,7,Fog,1,1,74,9,51,78.63
25.73,6,Clear,1,1,89,10,25,99.29
17.56,9,Clear,0,0,87,15,31,75.59
2.53,1,Clear,0,1,54,8,48,30.08
28.19,5,Rain,1,1,28,12,43,106.16
19.72,2,Rain,1,0,91,10,32,74.87
20.89,6,Fog,1,1,49,0,21,84.44
16.04,1,Fog,1,0,33,1,44,51.29
5.43,1,Clear,0,1,85,15,29,45.44
19.61,4,Fog,0,0,73,8,46,63.38
17.42,10,Fog,1,0,60,2,59,77.56
17.36,7,Fog,0,1,45,8,41,75.71
26.16,9,Rain,1,1,30,3,41,106.4
30.13,9,Clear,1,0,22,9,59,95.5
4.21,6,Fog,1,0,29,7,31,48.0
26.12,3,Clear,1,0,21,12,24,78.28
15.03,5,Rain,0,1,81,14,34,80.99
21.08,7,Fog,1,1,36,15,37,100.81
16.93,9,Clear,0,1,56,3,53,73.67
28.5,2,Clear,1,0,94,10,35,83.55
34.53,3,Fog,0,1,39,0,42,90.52
14.49,1,Fog,0,1,53,6,46,55.57
21.35,4,Rain,1,1,95,5,59,92.15
16.85,6,Clear,0,0,46,15,36,63.73
21.54,2,Rain,0,0,68,5,26,64.21
14.65,9,Rain,1,0,24,0,30,70.09
14.52,7,Clear,0,0,30,0,31,44.32
15.34,7,Rain,0,1,89,13,38,84.36
21.39,6,Rain,1,1,28,2,24,88.61
29.87,2,Fog,0,0,85,3,60,72.91
2.87,7,Fog,0,0,89,5,60,38.29
30.48,8,Rain,0,0,90,6,52,96.51
17.04,4,Rain,1,1,42,8,58,83.92
23.32,3,Rain,1,0,37,0,40,71.11
28.93,7,Fog,0,1,35,2,41,91.34
17.49,2,Fog,0,0,23,9,46,53.57
9.99,8,Clear,0,0,64,1,39,44.15
32.5,10,Clear,1,0,46,6,36,102.6
9.61,4,Rain,1,1,26,15,34,73.07
30.65,6,Fog,1,0,48,12,46,100.31
15.22,2,Clear,0,1,99,10,31,63.11
10.48,9,Clear,0,1,78,1,45,58.81
5.74,7,Rain,0,0,70,10,45,52.17
34.1,8,Fog,0,1,85,14,34,120.19
23.66,10,Rain,0,1,69,14,27,108.9
8.18,9,Rain,0,0,31,11,29,57.15
23.18,3,Clear,0,0,57,15,42,69.44
29.21,3,Clear,0,0,43,8,32,72.25
18.95,3,Clear,0,1,42,0,31,56.38
31.64,2,Rain,0,0,83,0,54,78.04
10.21,10,Fog,0,1,54,10,20,75.41
28.63,2,Rain,1,0,31,13,42,90.21
30.57,8,Rain,0,0,97,0,42,89.01
2.52,8,Fog,0,1,78,7,39,55.93
18.62,4,Fog,1,1,47,6,41,79.44
31.9,3,Rain,1,1,79,3,28,105.71
11.21,5,Rain,1,1,46,4,56,71.25
34.48,2,Clear,0,1,40,3,58,85.57
30.21,10,Rain,0,1,23,0,37,101.18
23.77,3,Rain,1,1,32,9,56,91.86
6.76,2,Rain,0,0,59,14,58,43.94
15.54,9,Fog,0,1,89,12,54,87.68
29.82,1,Fog,1,1,24,4,37,89.37
12.86,6,Clear,1,0,32,5,26,55.52
26.73,5,Rain,0,0,30,7,37,79.83
21.23,2,Fog,0,1,95,10,59,77.41
28.68,2,Fog,1,1,41,8,48,95.46
9.98,9,Rain,0,0,37,6,32,56.5
10.59,5,Clear,1,0,32,3,46,46.02
24.73,8,Fog,1,0,35,1,28,83.96
5.62,9,Clear,1,0,49,15,56,59.64
2.97,4,Fog,1,0,36,13,37,46.41
29.93,3,Fog,1,1,75,4,25,96.42
34.25,4,Fog,1,0,47,12,59,103.23
16.02,6,Rain,0,1,34,1,21,68.98
5.86,4,Rain,1,0,78,10,33,56.39
29.05,8,Clear,0,0,41,10,52,85.69
9.58,7,Clear,0,0,86,13,52,56.61
10.95,4,Fog,0,1,70,0,31,51.0
4.0,4,Clear,0,1,82,6,47,42.28
16.64,10,Fog,1,0,22,0,33,73.54
24.63,10,Rain,1,0,61,1,30,94.78
6.9,8,Fog,1,0,52,5,35,57.03
9.11,3,Rain,0,0,58,7,26,43.55
26.93,9,Fog,1,1,49,14,37,117.74
28.38,3,Fog,0,0,47,6,52,72.95
16.18,4,Clear,0,1,72,6,43,61.45
5.25,1,Rain,0,1,77,0,32,37.98
17.03,7,Fog,1,0,93,13,46,82.27
10.69,4,Rain,0,0,51,15,40,57.7
12.34,3,Fog,0,0,38,9,52,48.52
3.68,9,Fog,0,1,21,3,60,49.36
23.32,4,Fog,0,1,81,0,46,75.32
21.0,4,Clear,1,1,86,4,24,79.9
12.28,2,Fog,0,0,51,14,44,49.84
25.74,9,Rain,1,0,24,5,48,95.22
25.33,5,Rain,0,1,61,12,30,93.63
11.37,6,Fog,0,1,59,3,41,59.61
17.84,5,Clear,1,1,22,13,26,83.13
11.54,7,Fog,0,1,65,11,20,69.81
34.65,9,Rain,0,0,84,14,22,113.32
4.87,1,Rain,1,1,44,14,27,58.51
27.57,2,Fog,1,1,60,11,42,98.47
25.08,9,Fog,1,1,48,13,46,110.25
32.68,9,Rain,1,1,24,2,40,115.23
7.97,6,Rain,0,0,75,10,27,52.5
7.47,5,Fog,0,1,60,8,40,55.3
3.23,5,Clear,0,0,84,12,41,35.12
17.61,3,Rain,1,0,68,10,50,71.81
21.17,2,Fog,1,0,91,15,50,79.19
13.2,8,Clear,0,0,71,2,31,51.81
8.57,5,Clear,0,0,67,13,57,46.81
11.87,7,Rain,1,1,24,12,37,84.38
15.78,2,Clear,0,0,24,1,31,36.57
11.81,9,Fog,1,1,48,3,24,75.68
27.9,5,Rain,0,0,75,9,45,87.52
17.58,2,Fog,1,1,77,11,58,81.06
16.51,2,Fog,1,0,57,0,50,55.87
12.12,5,Clear,1,1,86,5,53,67.81
21.99,6,Fog,0,0,53,8,46,69.87
33.22,8,Fog,0,1,44,14,20,114.71
4.83,4,Fog,1,0,59,5,26,43.89
11.17,5,Clear,1,0,92,10,45,60.33
26.97,1,Clear,1,1,99,13,56,92.72
14.37,6,Clear,0,0,91,12,55,61.52
32.95,6,Fog,0,1,35,2,35,95.64
29.86,4,Clear,0,0,34,14,50,79.99
16.0,3,Clear,1,1,30,10,36,72.66
17.26,4,Fog,1,1,75,3,35,77.38
32.19,8,Clear,1,0,71,2,58,94.82
34.01,6,Fog,1,0,58,12,27,105.97
15.54,1,Fog,0,0,61,0,60,38.59
6.62,8,Rain,0,1,33,14,50,69.99
10.31,8,Rain,0,0,58,5,50,55.14
11.71,7,Clear,1,0,80,15,28,68.07
24.44,5,Clear,0,0,54,15,28,75.46
19.96,7,Fog,0,0,45,6,35,66.34
27.71,3,Fog,1,0,40,5,45,81.3
14.21,4,Clear,0,1,95,15,29,72.06
9.57,5,Clear,0,1,71,11,29,58.88
30.75,4,Rain,1,0,74,10,26,100.53
11.04,5,Clear,0,1,99,14,56,65.97
3.55,4,Clear,1,1,20,9,31,46.99
17.67,10,Fog,1,0,73,14,37,89.77
27.36,10,Clear,0,0,57,11,38,91.42
23.29,3,Rain,0,1,93,2,52,77.91
32.6,9,Clear,0,1,88,14,46,115.22
12.1,9,Fog,1,1,71,11,38,89.19
8.28,10,Clear,1,1,56,2,57,68.54
4.03,3,Rain,0,1,62,1,58,41.88
20.58,6,Fog,0,0,97,6,33,71.28
14.81,1,Rain,0,0,38,13,50,53.29
7.05,6,Fog,0,1,97,10,49,60.7
33.96,4,Clear,0,0,88,1,57,79.71
18.14,5,Fog,0,0,42,9,33,62.25
18.68,5,Clear,1,0,39,1,21,59.75
32.44,5,Fog,0,1,59,5,44,95.93
26.2,2,Rain,0,1,75,10,21,87.97
13.74,6,Clear,0,1,95,3,59,63.57
32.89,1,Rain,0,0,34,1,30,75.4
13.57,9,Rain,1,0,21,11,54,79.34
13.46,8,Clear,1,0,27,5,47,61.79
10.09,10,Clear,0,0,56,12,47,59.57
14.51,5,Clear,0,1,54,6,48,61.53
17.16,7,Clear,1,0,97,6,39,71.42
13.3,4,Rain,0,0,82,3,34,52.84
15.01,4,Clear,1,1,41,14,35,76.47
34.56,4,Rain,1,0,81,10,32,105.16
5.33,3,Rain,0,1,68,6,27,49.33
34.5,1,Rain,0,0,21,9,42,84.8
16.9,7,Rain,1,1,64,14,47,98.33
21.95,7,Fog,0,1,69,0,59,79.8
24.35,5,Rain,0,0,66,0,53,70.05
12.03,9,Clear,1,0,68,13,38,74.09
7.58,2,Clear,1,0,100,11,54,46.91
26.13,3,Clear,0,1,21,6,42,73.9
15.11,3,Fog,0,0,100,11,60,60.23
31.39,6,Fog,1,1,47,0,44,100.85
28.45,4,Fog,0,1,66,11,37,94.08
24.76,3,Clear,1,0,95,12,42,83.19
18.24,1,Fog,1,0,23,6,46,57.91
20.44,5,Fog,1,1,35,13,42,93.47
14.85,4,Clear,1,0,61,5,31,57.61
11.78,4,Clear,1,0,37,3,45,48.24
24.35,5,Rain,0,1,77,13,25,94.68
13.7,5,Fog,0,0,71,10,23,57.55
15.03,2,Rain,0,0,97,4,32,51.13
2.53,2,Fog,0,0,80,2,56,22.09
12.15,5,Rain,1,0,23,11,52,64.36
13.16,4,Clear,0,0,95,0,36,43.21
6.98,6,Clear,1,1,24,9,25,59.6
12.05,7,Rain,1,0,29,9,46,68.53
4.5,5,Rain,0,1,41,10,50,55.86
15.12,10,Clear,1,0,33,10,42,73.01
13.56,6,Clear,1,0,20,7,54,59.8
22.67,9,Fog,1,1,43,13,44,108.7
16.1,9,Fog,0,0,24,0,26,58.79
25.97,2,Clear,0,1,44,2,58,70.67
13.47,7,Rain,0,1,47,13,31,80.34
21.31,8,Fog,1,1,97,4,56,98.93
23.85,5,Clear,0,1,45,13,26,85.93
12.78,2,Fog,0,1,22,12,56,59.04
28.65,5,Clear,1,1,73,14,33,106.89
2.38,8,Rain,1,1,82,14,50,74.02
31.33,1,Fog,1,1,92,2,32,95.3
29.43,1,Fog,0,0,23,0,25,63.22
12.8,4,Rain,1,1,63,14,27,80.32
16.67,10,Clear,0,1,63,0,57,72.38
9.47,5,Fog,0,0,62,1,46,40.29
3.63,6,Clear,0,0,58,15,24,40.56
15.25,3,Rain,1,0,55,7,56,65.25
19.85,5,Fog,1,1,83,0,36,81.14
9.7,1,Rain,1,0,84,10,24,55.08
31.88,10,Fog,0,1,61,15,33,120.79
3.75,3,Clear,1,0,41,14,57,41.74
